_id,name,info,cat,purchases_Y15/M07,purchases_Y15/M08,purchases_Y15/M09,purchases_Y15/M10,purchases_Y15/M11
0901-001110-0002696,Oatmeal Heather Fringe Slub High Neck Cami,"Put the cool back in summer with this trendy slub jersey cami tank, featuring a curtain of raw edge fringe down the front. A modern high neck and slim cami straps make a refined contrast to the playful vibe of this summer favorite!
			100% rayon
			Machine wash
			Model wears size Small
			Made in the U.S.A.
			STYLE: 0901-001110-0002696","[""girls"",""tank-tops"",""going-out""]",,14,8,0,0
0901-001110-0002697,Charcoal Grey Ribbed High Neck Cami,"This knit cami is a little bit of spice mixed in with nice. Made with a ribbed, slub knit and featuring a high neckline, this cami is a summer treat.
			60% polyester, 35% rayon, 5% spandex
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0901-001110-0002697","[""girls"",""tank-tops"",""casual""]",,2,0,0,0
0901-001110-0002719,White Extreme Handkerchief Hem Tank,"Pause for a moment - now focus on this top. Made from a soft ribbed knit tank, this brings the focus onto you. It features a mock neck and raw cut, handkerchief hemline. 
			95% rayon, 5% spandex
			Machine wash 
			Model wears Small
			Imported
			STYLE: 0901-001110-0002719","[""girls"",""blouses-and-shirts"",""shirts""]",,1,0,0,0
0901-001704-0000339,Coral Lace Fringed Yoke Tank,"A carefree take on a summer favorite, this soft knit tank is ready for the warmer weather. Features a delicate lace yoke with long fringe trim.
			Self: 65% polyester; 35% rayon; Contrast: 75& cotton, 25% nylon
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0901-001704-0000339","[""girls"",""tank-tops"",""going-out""]",,2,1,0,0
0906-000483-0000085,Mickey Striped Baseball Tee,"The perfect casual top for Mouskateers everywhere. This jersey baseball tee comes in white with bright red raglan sleeves, and features screen print Mickey Mouse hanging out with some bold stripes.
			Officially licensed by Disney
			Three quarter sleeves
			60% cotton, 40% polyester
			Machine wash
			Model wears size Small
			Imported
			STYLE: 0906-000483-0000085","[""girls"",""graphic-tees-and-tanks"",""graphic-long-sleeve-tees""]",,7,0,0,0
0906-000875-0004206,Y'all Need Jesus Raglan Top,"Judging and judging hard. Made with jersey knit in white and black, this fun raglan top displays ""Y'all Need Jesus"" printed across the front. Just shake your head and walk away.
			Rounded hem
			95% spun, 5% spandex
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0906-000875-0004206","[""girls"",""graphic-tees-and-tanks"",""graphic-tees""]",,0,0,0,0
0906-001110-0002268,Fresh Galaxy Raglan Top,"A look so ""Fresh"" that our own solar system can't contain it. This fun raglan top, built with super-soft jersey knit, features galaxy print sleeves and reflective metallic print at the front.
			92% polyester, 8% spandex
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0906-001110-0002268","[""girls"",""graphic-tees-and-tanks"",""graphic-tees""]",,15,9,0,0
0909-000904-0001038,Embroidered Leather Boot Jean,"Designer details make this boot cut jean smoke the competition, with patchwork inserts and heavy embellishment adorning the back flap and coin pockets. Sandblasting and contrasting colored stitching add the finishing touch.
			Approx. 18 in. leg opening; approx. 33 in. inseam
			Real embroidered leather 
			Heavy embellishments
			98% cotton, 2% spandex
			Machine wash 
			Model wears size 3
			Imported
			STYLE: 0909-000904-0001038","[""girls"",""jeans"",""bootcut-jeans""]",,1,0,0,0
0909-001367-0001408,Embellished Wings Boot Jean,"Take flight in this beautifully embellished boot jean. In a vintage wash, it features rhinestone and leather trim at the coin and back flap pockets. Mid rise. Flares out from knee.
			Premiere Denim by rue21
			Mid rise
			Approx. 19 in. leg opening
			Approx. 33 in. inseam
			54% cotton, 22% polyester, 22% rayon, 2% spandex
			Machine wash 
			Model wears size 3/4
			Imported
			STYLE: 0909-001367-0001408","[""girls"",""jeans"",""bootcut-jeans""]",,5,0,1,0
0909-001367-0004136-0043,Thick Stitched Embellished Slim Boot Jean in Short,"This beautifully embellished slim boot jean is ready to show off. Sandblasted, featuring thick stitched seams and embroidered cross with crystal accents at the back pockets. Sits on waist. Skinny fit from thigh to knee. Flares out from knee.
			Premiere Denim by rue21
			Approx. 17 in. leg opening
			Approx. 31 in. inseam
			53% cotton, 23% rayon, 22% polyester, 2% spandex
			Machine wash 
			Model wears size 3/4
			Imported
			STYLE: 0909-001367-0004136","[""girls"",""jeans"",""bootcut-jeans""]",,49,96,1,0
0924-000203-0002794,Black Cone-Studded Gladiator Sandal,"This sleek and edgy gladiator sandal features a caged, multi-strap design. Complete with cone studs that travel down the center. 
			Zip closure
			Man-made materials
			Non-skid sole
			Imported
			STYLE: 0924-000203-0002794","[""shoes"",""girls-shoes"",""sandals"",""gladiator-sandals""]",,1,0,0,0
0924-000818-0001000,Black Metallic Gladiator Sandal,"This cute and funky gladiator sandal is sure to brighten up your outfit. Designed with intertwined faux leather and metallic silver straps across the foot.
			Zip closure
			Man-made materials
			Non-skid sole
			Imported
			STYLE: 0924-000818-0001000","[""shoes"",""girls-shoes"",""sandals"",""gladiator-sandals""]",,1,0,0,0
0972-000203-0000038,Teal Pirate-y Crew Socks,"Yeah these crew socks are definitely pirate-y. Featured in a teal the color of the seas, they have anchors, skulls and crossbones, and geometric details for a modern finish.
			85% polyester, 12% cotton, 3% spandex
			Machine wash
			One size fits most
			Imported
			STYLE: 0972-000203-0000038","[""guys"",""boxers-and-socks"",""socks""]",,1,0,0,0
0972-000203-0000052-0004,Striped Elephant Skin Print Crew Socks,"Try stepping into something a little more fun. These soft knit crew socks feature a gray knit with an elephant skin print in red, white and black stripes. Because where's the fun in plain socks?
			85% polyester, 12% cotton, 3% spandex
			Machine wash 
			One size fits most
			Imported
			STYLE: 0972-000203-0000052","[""guys"",""boxers-and-socks"",""socks""]",,0,8,72,0
0972-000203-0000221-0060,Red Cheetah Crew Socks,"Why settle for dull when you can go all out in these knit crew socks? Features a red and black cheetah print design .
			85% polyester, 12% cotton, 3% spandex
			Machine wash 
			One size fits most
			Imported
			STYLE: 0972-000203-0000221","[""guys"",""boxers-and-socks"",""socks""]",,0,11,72,0
7110-000124-0006118,Plus Heathered Camo Raglan Top,"The fall back top for a laid back weekend. This raglan top is crafted from a soft, heathered knit and features dark camo print sleeves. It's the perfect top for relaxing or fun-filled days.
			rue+ Collection
			52% cotton, 23% rayon, 22% polyester, 3% spandex
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7110-000124-0006118","[""plus"",""plus-activewear""]",,11,5,0,0
7110-000855-0003245,Plus Coral Mixed Striped Tank,"Grab your beach blanket and get ready to soak up some sun! This lightweight knit tank is perfect for enjoying the summer breeze, featuring a mix of wide and skinny striped patterns.
			rue+ Collection
			95% polyester, 5% spandex
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7110-000855-0003245","[""plus"",""plus-tank-tops""]",,15,29,0,0
7110-000855-0003603,Plus Rosy Athletic Tee,"Stop to enjoy the flowers in this pretty tee. The jersey knit fabric features a red floral  print that travels from the yoke and down to the sleeves, ending in bold stripes at the elbow.
			rue+ Collection
			95% rayon, 5% spandex
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7110-000855-0003603","[""plus"",""plus-tees"",""plus-long-sleeve""]",,16,1,0,0
7110-000855-0006345-0010,Plus White Stripes Abound Tank,"Stripes here, there and everywhere! This cute and soft jersey knit tank features a mixture of solid and heathered stripes in an array of widths. The front pocket features skinny stripes to contrast with the front design.
			rue+ Collection
			95% polyester, 5% spandex
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7110-000855-0006345","[""plus"",""plus-tank-tops""]",,32,74,3,0
7110-000855-0006354-0010,Plus Slub Camo Baseball Tee,"Probably one of the few instances when camo isn't meant to go unnoticed. This slub knit tee features camo print raglan sleeves with a matching mini front pocket. The lightweight knit is perfect for layering during the summer months.
			rue+ Collection
			55% polyester, 45% cotton
			Machine wash 
			Model wears size 1X
			Imported
			Undergarment not included
			STYLE: 7110-000855-0006354","[""plus"",""plus-activewear""]",,5,5,36,1
7110-001110-0002111,Plus Ivory Slouchy Dorito Dolman Top,"A soft, slouchy dolman top with drop shoulder sleeves and dorito stitching at the collar.
			rue+ Collection
			92% polyester, 8% spandex
			Hand wash
			Model wears size 2X
			Imported
			STYLE: 7110-001110-0002111","[""plus"",""plus-tees"",""plus-long-sleeve""]",,0,0,0,0
7110-001110-0002524-0067,Plus Striped & Ruched Dolman Top,"Get into the fall mood with this pretty dolman top. Crafted with soft jersey knit and featuring a mixed striped print in burgundy and black. Complete with ruched side seams.
			rue+ Collection
			95% rayon, 5% spandex
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7110-001110-0002524","[""plus"",""plus-tees"",""plus-long-sleeve""]",,0,9,55,53
7110-001110-0002627,Plus Boho Zip Tank,"This laid back tank is perfect for relaxing in the summer sun. Made from a lightweight and soft jersey knit, featuring a blue boho print. This look is complete with a zip accent at the back yoke.
			rue+ Collection
			100% rayon
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7110-001110-0002627","[""plus"",""plus-tank-tops""]",,11,10,0,0
7110-001110-0002702-0013,Plus Rose Ribbed Raglan Top,"An everyday favorite, this ribbed knit top is the perfect blend of cozy pullover and casual tee, featuring flat knit raglan sleeves in rose print and a contrast body. Pair it with your favorite pair of jeans for the perfect schoolday look!
			rue+ Collection
			Body - 53% rayon, 42% polyester, 5% spandex; Sleeve - 95% rayon, 5% spandex
			Machine wash
			Model wears size 1X
			Imported
			STYLE: 7110-001110-0002702","[""plus"",""plus-tees"",""plus-long-sleeve""]",,0,71,169,0
7110-001110-0007345-0001,Plus Floral Ribbed Baseball Tee,"This ultra casual top was given a feminine upgrade, featuring a pink floral print across the body. The soft ribbed knit is built with white raglan sleeves and finishes with a rounded hemline.
			rue+ Collection
			95% rayon, 5% spandex
			Machine wash
			Model wears size 1X
			Imported
			STYLE: 7110-001110-0007345","[""plus"",""plus-tees"",""plus-short-sleeve""]",,16,23,2,0
7110-001110-0007545,Plus Red Plaid Henley Top,"A cute twist on a classic favorite, featuring the familiar plaid print on a comfortable henley top. It's lightweight, featuring rolled tab sleeves and a 2-button yoke.
			rue+ Collection
			Rolled tab sleeves
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7110-001110-0007545","[""plus"",""plus-blouses-and-shirts"",""plus-plaids-and-flannels""]",,0,0,0,0
7113-000060-0003101-0001,Plus Tie-Dye Brushed Tank,"Get your hippie on in this super soft brushed knit tank, featuring a bold black and white tie-dye print! Wear it alone or layer it up.
			rue+ Collection
			92% polyester, 8% spandex
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7113-000060-0003101","[""plus"",""plus-tank-tops""]",,4,25,18,10
7121-000530-0004413,Plus Red Cowl Neck Striped Tunic,"A playful cowl neck tunic that's ideal for the cool temperatures. Features a cinched hem and a striped pattern that goes across the center and sleeves.
			rue+ Collection
			60% cotton, 40% acrylic
			Machine wash
			Model wears size 2X
			Imported
			STYLE: 7121-000530-0004413","[""uncategorised""]",,0,0,0,0
7121-001364-0004148,Plus Cream 2-Tone Scalloped Cocoon,"Wrap yourself up in this casual cute cocoon sweater, featuring a 2-tone scalloped knit. The flattering draping and rounded hem make this the perfect top to layer on, on a breezy day.
			rue+ Collection
			Lightweight, knit
			65% rayon, 35% polyester
			Hand wash
			Model wears size Small
			Imported
			STYLE: 7121-001364-0004148","[""uncategorised""]",,0,0,0,0
7130-000752-0003584,Plus Ivory Boho Dream Cold Shoulder Top,"Work the boho trend in this pretty gauze top. The cold-shoulder cutouts give a peek of skin while the sharkbite hemline creates a romantic summer feel. The top is complete with tribal tape and a crochet insert at the front yoke.
			rue+ Collection
			100% rayon
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7130-000752-0003584","[""plus"",""plus-blouses-and-shirts"",""plus-shirts""]",,18,0,0,0
7130-001488-0001379,Plus Tan Tribal Fringe Tank Kimono,"Add a pop of trendy design with this flowing chiffon tank kimono. With a sleeveless cut and bold tribal print, this layering piece makes everyday style a breeze. A long corded fringe border completes the look.
			rue+ Collection
			100% polyester
			Machine wash
			Model wears size 1X
			Imported
			STYLE: 7130-001488-0001379","[""plus"",""plus-kimonos""]",,12,8,0,0
7130-001488-0003621,Plus Black Border Cold Shoulder Poncho,"Looking for layers in all of the right places. This fashionable poncho, cut from an airy chiffon, boasts cold shoulder cut-outs for a peek of skin. The fabric flaunts black and white boho paisley prints and finishes with a flowing hem.
			rue+ Collection
			100% polyester
			Machine wash
			Model wears size 1X
			Imported
			Undergarment not included
			STYLE: 7130-001488-0003621","[""plus"",""plus-blouses-and-shirts"",""plus-blouses""]",,0,0,0,0
7130-001488-0006330,Plus Tribal Elephant Lattice Popover,"Add a little boho flair to your wardrobe with this pretty popover top. Semi-sheer and constructed with an airy chiffon, this top features an intricate boho and tribal elephant print. Finished with a lattice back yoke.
			rue+ Collection
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7130-001488-0006330","[""plus"",""plus-blouses-and-shirts"",""plus-blouses""]",,6,10,0,0
7132-001110-0002498,Plus Sleeveless Striped Tunic,"This woven button down showcases casual chic with a nautical flair. Designed with a navy and white striped print, it's perfect for catching the sea breeze.
			rue+ Collection
			100% rayon
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7132-001110-0002498","[""plus"",""plus-blouses-and-shirts"",""plus-shirts""]",,9,23,0,0
7133-001110-0002615,Plus Bandana Caged Back Gauze Tank,"With its cool criss-cross caged back and rich blue bandana print, this breeze gauze woven tank will keep you cool while you look hot. Mix and match it to create the perfect Summer look!
			rue+ Collection
			A 2-piece trend mix & match style!
			Undergarment sold separately
			100% rayon
			Machine wash
			Model wears size 1X
			Imported
			STYLE: 7133-001110-0002615","[""plus"",""plus-tank-tops""]",,9,0,0,0
7134-001110-0002391,Plus Chevron Crepe Zipped Popover Top,"Cut from a breezy cloth, this crepe popover top is a sophisticated transitioning piece for the upcoming season. Lightweight and perfect for layering, this chevron top features a zip down front yoke, rolled tab sleeves and rounded hemline.
			rue+ Collection
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7134-001110-0002391","[""plus"",""plus-blouses-and-shirts"",""plus-blouses""]",,0,20,0,0
7134-001110-0002392,Plus Ivory Crepe Zipped Popover Top,"Cut from a breezy cloth, this crepe popover top is a sophisticated transitioning piece for the upcoming season. Lightweight and perfect for layering, this ivory top features a zip down front yoke, rolled tab sleeves and rounded hemline.
			rue+ Collection
			Zip front neckline
			Rolled tab sleeves
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7134-001110-0002392","[""plus"",""plus-blouses-and-shirts"",""plus-blouses""]",,0,0,0,0
7134-001110-0002694,Plus Burgundy Wide Chevron Equipment Blouse,"A blouse that really puts in the overtime hours by effortlessly transitioning from day to night. Made with a breezy gauze fabric, featuring a burgundy and multi-colored chevron print. It's accented with two front pockets and a pointed collar.
			rue+ Collection
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7134-001110-0002694","[""plus"",""plus-blouses-and-shirts"",""plus-blouses""]",,0,0,0,0
7134-001110-0003442,Plus Dotted Chevron Popover,"This semi-sheer popover top toes the line between casual and dress tops so that you can enjoy the best of both worlds. Designed with a polka dot chevron print, rolled tab sleeves and a mandarin collar.
			rue+ Collection
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7134-001110-0003442","[""plus"",""plus-blouses-and-shirts"",""plus-blouses""]",,18,0,0,0
7134-001110-0005849-0098,Plus Zebra Popover Blouse,"Casual chic can be achieved with ease in this lightweight popover blouse. It's semi-sheer, chiffon construction makes it ideal for layering. The metallic gold button accents at the yoke and sleeves leave a refined finishing touch.
			rue+ Collection
			Rolled tab sleeves
			Front pocket
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7134-001110-0005849","[""plus"",""plus-blouses-and-shirts"",""plus-blouses""]",,11,26,5,0
7134-001686-0001186,Plus Ivory Gypsy Dreams Popover Top,"Get lost in a swirl of colorful paisley prints in this pretty popover top. Designed in shades of soft pastels, this semi-sheer chiffon top is perfect for layering. Complete with black tassel ties at the yoke.
			rue+ Collection
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			Undergarment not included
			STYLE: 7134-001686-0001186","[""plus"",""plus-blouses-and-shirts"",""plus-blouses""]",,12,27,0,0
7140-000604-0009458,Plus Light Blue Frayed Zip Down Denim Vest,"Go grunge in this edgy denim zip down vest. Features frayed arm openings and two front flap pockets.
			rue+ Collection
			100% cotton
			Machine wash 
			Model wears size 2X
			Imported
			STYLE: 7140-000604-0009458","[""plus"",""plus-jackets-and-coats""]",,0,0,0,0
7151-000530-0009333,Plus White New York Cat Sweatshirt,"A cat with attitude, this sweatshirt features a cat in streetwear. Don't question it, just accept it.
			rue+ Collection
			100% polyester
			Machine wash
			Model wears size 2X
			Imported
			STYLE: 7151-000530-0009333","[""plus"",""plus-sweatshirts-and-hoodies""]",,7,37,0,0
7160-000483-0001400,Plus Marilyn Monroe N1 Sweatshirt,"Even Marilyn had her off days and you deserve one too in this cozy sweatshirt. Featuers a screen printed design of the cultural icon on the front and down the sleeves.
			rue+ Collection
			60% cotton, 40% polyester
			Machine wash 
			Model wears size 2X
			imported
			STYLE: 7160-000483-0001400","[""plus"",""plus-graphic-tees-and-tanks""]",,0,0,0,0
7160-000483-0002600,Plus Marilyn Gridiron Pullover,"A knit gridiron pullover with a screen print photoreal Marilyn Monroe and terry stitched applique lettering.
			rue+ Collection
			60% cotton, 40% polyester
			Machine washable
			Model wears size 2X
			Imported
			STYLE: 7160-000483-0002600","[""plus"",""plus-graphic-tees-and-tanks""]",,0,0,0,0
7165-000875-0004125,Plus Hot Pink Cute AF Tee,"No lies detected here. This jersey knit tee is featured in hot pink with cinched side seams and ""Cute AF"" boldly printed across the front. Nope, still can't find the lie.
			rue+ Collection
			100% polyester
			Machine wash 
			Model wears size 1X
			Made in U.S.A.
			STYLE: 7165-000875-0004125","[""plus"",""plus-graphic-tees-and-tanks""]",,0,0,0,0
7169-000875-0003052,Plus Diva Emoji Muscle Tee,"Be the flawless diva that you truly are in this muscle tee. Made from a lightweight jersey knit and featuring a screen printed, bandana-rocking emoji at the front with the text ""#wokeuplikethis."" Complete with raw cut slashes at the side seams.
			rue+ Collection
			83% polyester, 14% rayon, 3% spandex
			Machine wash 
			Model wears size 1X
			Made in U.S.A.
			STYLE: 7169-000875-0003052","[""plus"",""plus-graphic-tees-and-tanks""]",,0,0,0,0
7174-001110-0002585,Plus Tropical Burn Out Tank,"This flashy tank is designed for the bold at heart, featuring a colorful burned out tropical pattern on the front. The look is completed with a semi-sheer chiffon back and a high-low hemline.
			rue+ Collection
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7174-001110-0002585","[""plus"",""plus-tank-tops""]",,4,0,0,0
7182-001686-0007521-0001,Plus Black Pleats To Meet You Skirt,"Oh no, the pleasure is all ours. This pretty pleated skirt is built from a flowing chiffon that waves in a greeting with each step. Complete with a comfortable elastic waist.
			rue+ Collection
			Built in slip
			100% polyester
			Machine wash
			Model wears size 1X
			Imported
			STYLE: 7182-001686-0007521","[""plus"",""plus-skirts"",""plus-midi-skirts""]",,22,51,15,0
7183-001125-0007601,Plus Striped Asymmetrical Skirt,"Out with the old and in with the bold! This hot knit skirt features a black and white striped design with a stylish asymmetrically cut at the front. Ideal for casual and dress wear.
			rue+ Collection
			Synthetic blend
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7183-001125-0007601","[""plus"",""plus-skirts"",""plus-mini-skirts""]",,10,6,0,0
7203-000604-0004893-0043,Plus Distressed Slim Boot Jean,"Step out of your usual jean routine with this stylish slim boot. It's been sandblasted and adorned with embroidery and metallic studs at the coin and back flap pockets. Sits on waist. Skinny fit from thigh to knee. Flares out from knee.
			rue+ Collection
			Approx. 17 in. leg opening
			Approx. 33 in. inseam
			69% cotton, 30% polyester, 1% spandex
			Machine wash 
			Model wears size 14
			Imported
			STYLE: 7203-000604-0004893","[""plus"",""plus-jeans"",""plus-bootcut-jeans""]",,0,93,78,8
7203-001017-0003152-0001,Plus Black Jegging in Curvy,"Every closet deserves a comfortable pairs of jeans. This basic jegging is the perfect companion for a casual outfit, shown in black with a mid rise fit. Super fitted through leg.
			rue+ Collection
			Contoured waist; lower front with no gap in back
			Approx. 13 in. leg opening
			Approx. 31 in. inseam
			81% cotton, 18% polyester, 1% spandex
			Machine wash 
			Model wears size 14
			Imported
			STYLE: 7203-001017-0003152","[""plus"",""plus-jeans"",""plus-jeggings""]",,11,252,48,0
7203-001017-0003154-0043,Plus 2-Shank Skinny Jean in Curvy,"A traditional skinny jean with a few small twists. Constructed in curvy with a vintage wash, this jean features a higher coin pocket and elegantly embroidered back flap pockets in metallic and blues. Low rise. Fitted through leg.
			rue+ Collection
			Contoured waist; lower front with no gap in back
			Approx. 13 in. leg opening
			Approx. 31 in. inseam
			98% cotton, 2% spandex
			Machine wash 
			Model wears size 14
			Imported
			STYLE: 7203-001017-0003154","[""plus"",""plus-jeans"",""plus-curvy-jeans""]",,68,97,26,25
7205-001367-0003849,Plus Sandblasted Crystal Set Flare Jean,"Get ready to dazzle in this pretty flare jean. Designed with a sandblasted vintage wash, it features crystal and leather embellishments at the coin and back pockets. Sits on waist. Flares out from knee.
			rue+ Collection
			Approx. 20 in. leg opening
			Approx. 33 in. inseam
			75% cotton, 24% polyester, 1% spandex
			Machine wash 
			Model wears size 14
			Imported
			STYLE: 7205-001367-0003849","[""plus"",""plus-jeans"",""plus-flare-jeans""]",,2,0,0,0
7212-000124-0000130,Plus Blue Heaven Essential Legging,"This colorful knit legging is an eye-opener at its best. Pair it with your favorite outfits for a colorful finishing touch.
			rue+ Collection
			Approx. 27 in. inseam
			95% cotton, 5% spandex
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7212-000124-0000130","[""plus"",""plus-leggings""]",,2,0,0,0
7212-001110-0002500,Plus Charcoal Grey Essential Dark Legging,"Layer on with this comfortable jersey legging for a smooth and streamlined look. Featured in a dark shade, it makes the perfect complement to any outfit. Paneled elastic waistband for comfort.
			rue+ Collection
			Approx. 28 in. inseam
			95% cotton, 5% spandex
			Machine wash
			Model wears size 1X
			Imported
			STYLE: 7212-001110-0002500","[""plus"",""plus-leggings""]",,2,0,0,0
7214-001739-0006063,Plus Midnight Tribal Jogger,"Get ready for brunch with your besties in this cute woven jogger. Styled from a lightweight woven fabric with a black and white tribal print. It's completed with comfy elastic cuffs and metallic beaded drawstrings.
			rue+ Collection
			Approx. 26 in. inseam
			Elastic drawstring waist
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7214-001739-0006063","[""plus"",""plus-joggers""]",,9,0,1,0
7222-001110-0005706,Plus Black Crochet Daisy Trim Short,"Dress to impress in this adorable summer short. Crafted from lightweight gauze, it features daisy crochet trimmed cuffs and a comfy elastic waistband.
			rue+ Collection
			Approx. 4.5 in. inseam
			100% rayon
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7222-001110-0005706","[""plus"",""plus-shorts""]",,0,0,0,0
7230-000786-0009545-0001,Plus Black Color Split Bodycon Dress,"Rule the night in this sultry bodycon dress. Crafted with lightly textured knit, featuring black and burgundy asymmetrical stripes at the skirt. But the finishing touch is a dazzling removable necklace with metallic and faux pearl beads.
			rue+ Collection
			Includes tassel necklace
			95% polyester, 5% spandex
			Machine wash 
			Model wears size 1X
			Made in U.S.A.
			STYLE: 7230-000786-0009545","[""plus"",""plus-dresses"",""plus-mini-dresses""]",,7,124,223,0
7230-001125-0008200,Plus Burgundy Fringed Diva Bodycon Dress,"Don't hold back, let out your wild side in this hot bodycon dress. Designed with a soft jersey knit, black fringe trails along long sleeves for a carefree look. Go ahead, be bold tonight!
			rue+ Collection
			96% rayon, 4% spandex
			Machine wash 
			Model wears size Small
			Made in U.S.A.
			STYLE: 7230-001125-0008200","[""plus"",""plus-dresses"",""plus-mini-dresses""]",,0,0,0,0
7230-001739-0006138-0010,Plus White Lace Sweetheart Sundress,"The relaxed fit of this sundress is ideal for warmer days. Cut from an airy gauze fabric, this dress features a sweetheart neckline with a floral lace insert. Layered or worn alone, this piece gives off a casual chic feel.
			rue+ Collection
			Built-in slip
			Adjustable straps
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7230-001739-0006138","[""plus"",""plus-dresses"",""plus-mini-dresses""]",,8,36,111,0
7230-001739-0006230-0067,Plus Burgundy Southwest Challis Shift Dress,"This bell-sleeved beauty is ready to pull your summer look together. Designed with a soft challis fabric, it features Southwestern-inspired embroidery at the shoulders. The look finished with flowing bell sleeves.
			rue+ Collection
			Lined
			100% rayon
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7230-001739-0006230","[""plus"",""plus-dresses"",""plus-mini-dresses""]",,3,20,106,107
7230-001750-0007172,Plus Light Green Retro Chevron Blouson Dress,"Channel your favorite retro diva of days past in this cute blouson dress. Designed with a colored chevron pattern with semi-sheer sleeves. Complete with an elastic waistline and fashion tie yoke.
			rue+ Collection
			Fully lined
			100% polyester
			Machine wash 
			Model wears size 1X
			Made in U.S.A.
			STYLE: 7230-001750-0007172","[""plus"",""plus-dresses"",""plus-mini-dresses""]",,9,2,0,0
7234-001725-0005693,Plus Crochet Belted Maxi Dress,"Spice up your summer wardrobe with something colorful! This pretty maxi dress is designed with an openwork crochet tank top and colorful tribal printed woven skirt. Complete with a back slit and braided faux leather belt.
			rue+ Collection
			Lined; built-in half slip
			Adjustable braided belt
			Self: 100% polyester; Contrast: 97% polyester, 3% spandex; Lining: 100% polyester
			Hand wash 
			Model wears size 1X
			Imported
			STYLE: 7234-001725-0005693","[""plus"",""plus-dresses"",""plus-maxi-dresses""]",,1,0,0,0
7235-000768-0009922,Plus Chevron Ruffled Sundress,"All sundresses are not created equal. This pretty woven mini dress features a black and gray chevron print with a zipped bodice. The feminine and edgy look is complete with a flat ruffled neckline and lightly elasticized waistband.
			rue+ Collection
			Zip front accent
			Built-in slip
			Body/Lining: 100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7235-000768-0009922","[""plus"",""plus-dresses"",""plus-midi-dresses""]",,0,0,0,0
7236-001110-0002733-0139,Plus Mixed Chevron Skater Dress,"Make sure to include this pretty skater dress in your next summer adventure. The jersey knit build features a colorful mint green, pink, and tan chevron print with hints of streaking. The flared skirt and braided belt complete with fun look.
			rue+ Collection
			Adjustable belt
			95% polyester, 5% spandex
			Machine wash
			Model wears size 1X
			Imported
			STYLE: 7236-001110-0002733","[""plus"",""plus-dresses"",""plus-mini-dresses""]",,10,76,46,0
7236-001110-0002826-0086,Plus High Neck Tribal Skater Dress,"Fall into the groove of the western beat in this eye-catching dress. Designed with a lightly textured knit, featuring a vibrant neon orange and black tribal inspired print. The look is topped off with a high neck and flared skirt.
			rue+ Collection
			Back zip closure
			97% polyester, 3% spandex
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7236-001110-0002826","[""plus"",""plus-dresses"",""plus-mini-dresses""]",,11,71,44,215
7236-001110-0002842,Plus Black Striped Hanky Dress,"A casual, yet sleek and modern dress for the gal on-the-go. This jersey knit dress is crafted with black knit and slim white stripes. It features elbow length sleeves and a handkerchief cut hemline.
			rue+ Collection
			95% rayon, 5% spandex
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 7236-001110-0002842","[""plus"",""plus-dresses"",""plus-mini-dresses""]",,11,20,0,0
7531-000877-0006349-0064,Plus Pink Leopard Burnout Cheeky Duo,"Flirty and sleek, this daring duo features a burnout leopard pattern at the front. Complete with lace trim and a bow at the front.
			rue+ Collection
			Set of 2
			Low rise, less back coverage
			90% polyester, 10% spandex
			Hand wash 
			Imported
			STYLE: 7531-000877-0006349","[""plus"",""plus-undies-and-shapewear""]",,27,64,72,46
